2008,12,9,2,628,630,724,734,DL,1372,N940DL,56,64,37,-10,-2,LGA,BOS,185,7,12,0,,0,NA,NA,NA,NA,NA
2008,12,9,2,627,630,734,743,DL,1373,N913DE,67,73,46,-9,-3,BOS,LGA,185,3,18,0,,0,NA,NA,NA,NA,NA
2008,12,9,2,729,730,830,839,DL,1374,N923DL,61,69,35,-9,-1,LGA,BOS,185,7,19,0,,0,NA,NA,NA,NA,NA
2008,12,9,2,729,730,853,848,DL,1375,N933DL,84,78,63,5,-1,BOS,LGA,185,3,18,0,,0,NA,NA,NA,NA,NA
2008,12,9,2,830,830,934,944,DL,1376,N913DE,64,74,37,-10,0,LGA,BOS,185,7,20,0,,0,NA,NA,NA,NA,NA
2008,12,9,2,829,830,941,951,DL,1377,N940DL,72,81,47,-10,-1,BOS,LGA,185,3,22,0,,0,NA,NA,NA,NA,NA
2008,12,9,2,928,930,1034,1050,DL,1378,N933DL,66,80,38,-16,-2,LGA,BOS,185,12,16,0,,0,NA,NA,NA,NA,NA
2008,12,9,2,928,930,1031,1046,DL,1379,N923DL,63,76,45,-15,-2,BOS,LGA,185,3,15,0,,0,NA,NA,NA,NA,NA
2008,12,9,2,1028,1029,1117,1147,DL,1380,N940DL,49,78,35,-30,-1,LGA,BOS,185,5,9,0,,0,NA,NA,NA,NA,NA
2008,12,9,2,1029,1030,1144,1139,DL,1381,N913DE,75,69,56,5,-1,BOS,LGA,185,3,16,0,,0,NA,NA,NA,NA,NA
2008,12,9,2,1128,1130,1222,1247,DL,1382,N923DL,54,77,36,-25,-2,LGA,BOS,185,6,12,0,,0,NA,NA,NA,NA,NA
2008,12,9,2,1129,1130,1244,1242,DL,1383,N933DL,75,72,59,2,-1,BOS,LGA,185,3,13,0,,0,NA,NA,NA,NA,NA
2008,12,9,2,1250,1230,1346,1342,DL,1384,N913DE,56,72,41,4,20,LGA,BOS,185,7,8,0,,0,NA,NA,NA,NA,NA
2008,12,9,2,1230,1230,1331,1338,DL,1385,N940DL,61,68,37,-7,0,BOS,LGA,185,3,21,0,,0,NA,NA,NA,NA,NA
2008,12,9,2,1328,1329,1436,1440,DL,1386,N933DL,68,71,37,-4,-1,LGA,BOS,185,9,22,0,,0,NA,NA,NA,NA,NA
2008,12,9,2,1326,1330,1435,1443,DL,1387,N923DL,69,73,47,-8,-4,BOS,LGA,185,4,18,0,,0,NA,NA,NA,NA,NA
2008,12,9,2,1430,1430,1532,1543,DL,1388,N940DL,62,73,39,-11,0,LGA,BOS,185,5,18,0,,0,NA,NA,NA,NA,NA
2008,12,9,2,1427,1430,1539,1544,DL,1389,N913DE,72,74,46,-5,-3,BOS,LGA,185,6,20,0,,0,NA,NA,NA,NA,NA
2008,12,9,2,1529,1530,1642,1647,DL,1390,N923DL,73,77,37,-5,-1,LGA,BOS,185,7,29,0,,0,NA,NA,NA,NA,NA
2008,12,9,2,1527,1530,1628,1642,DL,1391,N933DL,61,72,45,-14,-3,BOS,LGA,185,4,12,0,,0,NA,NA,NA,NA,NA
2008,12,9,2,1629,1629,1735,1747,DL,1392,N913DE,66,78,41,-12,0,LGA,BOS,185,12,13,0,,0,NA,NA,NA,NA,NA
2008,12,9,2,1628,1630,1757,1748,DL,1393,N955DL,89,78,67,9,-2,BOS,LGA,185,4,18,0,,0,NA,NA,NA,NA,NA
2008,12,9,2,1728,1729,1840,1853,DL,1394,N933DL,72,84,39,-13,-1,LGA,BOS,185,14,19,0,,0,NA,NA,NA,NA,NA
2008,12,9,2,1727,1730,1851,1845,DL,1395,N923DL,84,75,64,6,-3,BOS,LGA,185,5,15,0,,0,NA,NA,NA,NA,NA
2008,12,9,2,1828,1829,1937,1948,DL,1396,N955DL,69,79,45,-11,-1,LGA,BOS,185,7,17,0,,0,NA,NA,NA,NA,NA
2008,12,9,2,1826,1830,2034,1951,DL,1397,N913DE,128,81,50,43,-4,BOS,LGA,185,4,74,0,,0,0,0,43,0,0
2008,12,9,2,1928,1930,2038,2047,DL,1398,N923DL,70,77,44,-9,-2,LGA,BOS,185,7,19,0,,0,NA,NA,NA,NA,NA
2008,12,9,2,1929,1930,2043,2048,DL,1399,N933DL,74,78,51,-5,-1,BOS,LGA,185,4,19,0,,0,NA,NA,NA,NA,NA
2008,12,9,2,1556,1558,1934,1925,DL,1400,N983DL,158,147,132,9,-2,SAT,ATL,874,19,7,0,,0,NA,NA,NA,NA,NA
2008,12,9,2,1447,1435,1551,1542,DL,1401,N139DL,64,67,42,9,12,ATL,JAX,270,6,16,0,,0,NA,NA,NA,NA,NA
